"order_id","customer_id","order_date","total_amount_idr","shipping_city","shipping_province","shipping_cost_idr","payment_method","order_status","promo_code","discount_amount_idr","courier"
ORD000512,CUST0395,"2022-04-12",881025,Makassar,Sulawesi Selatan,44455,GoPay,delivered,HARBOLNAS22,35975,JNE
ORD000514,CUST0487,"2025-02-25",213624,Medan,Sumatera Utara,25264,Kartu Kredit,delivered,HARBOLNAS22,35376,SiCepat
ORD000519,CUST0239,"2023-08-24",73292,Jakarta,DKI Jakarta,10186,GoPay,processing,NEWUSER,15708,SiCepat
ORD000520,CUST0691,"2024-06-10",222702,Jakarta,DKI Jakarta,10620,OVO,delivered,FLASHSALE,45298,JNE
ORD000522,CUST0711,"2024-12-03",519536,Bekasi,Jawa Barat,13413,Transfer Bank,delivered,NEWUSER,17464,Anteraja
ORD000524,CUST0794,"2022-08-02",49230,Makassar,Sulawesi Selatan,36754,OVO,delivered,RAMADAN23,39770,Anteraja
ORD000529,CUST0084,"2023-12-24",1019705,Jakarta,DKI Jakarta,10711,QRIS,delivered,FLASHSALE,26295,JNE
ORD000530,CUST0010,"2023-05-19",227144,Manado,Sulawesi Utara,43537,Transfer Bank,shipped,WEEKEND25,30856,SiCepat
ORD000531,CUST0137,"2024-12-10",1230071,Surabaya,Jawa Timur,14907,Transfer Bank,processing,HARBOLNAS22,25929,JNE
ORD000532,CUST0410,"2024-05-27",12058,Banjarmasin,Kalimantan Selatan,36958,Transfer Bank,delivered,WEEKEND25,36942,SiCepat
ORD000536,CUST0489,"2024-07-18",485799,Depok,Jawa Barat,13058,GoPay,delivered,SALE2024,13201,Anteraja
ORD000537,CUST0536,"2025-02-20",1137022,Medan,Sumatera Utara,30363,Transfer Bank,delivered,RAMADAN23,28978,JNE
ORD000540,CUST0034,"2024-09-14",619696,Palembang,Sumatera Selatan,32999,GoPay,delivered,SALE2024,25304,SiCepat
ORD000542,CUST0796,"2024-01-21",560522,Tangerang,Banten,12295,GoPay,cancelled,WEEKEND25,47478,JNE
ORD000543,CUST0342,"2025-01-25",380102,Pontianak,Kalimantan Barat,40001,OVO,processing,MEMBER10,17898,SiCepat
ORD000544,CUST0728,"2023-04-03",164198,Malang,Jawa Timur,17949,OVO,delivered,SALE2024,14802,J&T
ORD000551,CUST0013,"2024-06-29",838428,Makassar,Sulawesi Selatan,38840,Transfer Bank,delivered,NEWUSER,48572,SiCepat
ORD000553,CUST0022,"2024-09-18",748340,Surabaya,Jawa Timur,15209,GoPay,shipped,WEEKEND25,18660,J&T
ORD000558,CUST0008,"2023-05-12",551018,Denpasar,Bali,24854,GoPay,shipped,FLASHSALE,25982,SiCepat
ORD000561,CUST0050,"2023-01-13",470569,Padang,Sumatera Barat,30491,GoPay,delivered,WEEKEND25,27431,JNE
ORD000562,CUST0009,"2024-10-04",107473,Semarang,Jawa Tengah,13772,OVO,delivered,SALE2024,11527,Pos Indonesia
ORD000564,CUST0402,"2022-10-23",445127,Banjarmasin,Kalimantan Selatan,28704,Transfer Bank,returned,SALE2024,12873,J&T
ORD000565,CUST0327,"2023-09-20",183306,Denpasar,Bali,24674,QRIS,delivered,FLASHSALE,44694,JNE
ORD000569,CUST0070,"2023-11-24",327254,Balikpapan,Kalimantan Timur,31477,GoPay,processing,SALE2024,21746,J&T
ORD000571,CUST0598,"2022-12-15",1081550,Depok,Jawa Barat,9654,Kartu Kredit,cancelled,FLASHSALE,35450,SiCepat
ORD000573,CUST0791,"2023-04-24",527586,Semarang,Jawa Tengah,15883,Kartu Kredit,delivered,NEWUSER,19414,JNE
ORD000575,CUST0137,"2023-03-27",374331,Surabaya,Jawa Timur,15769,GoPay,cancelled,SALE2024,24669,SiCepat
ORD000580,CUST0641,"2024-03-30",42668,Medan,Sumatera Utara,32362,GoPay,delivered,WEEKEND25,36332,Anteraja
ORD000584,CUST0679,"2025-02-26",400526,Padang,Sumatera Barat,30744,OVO,delivered,NEWUSER,48474,J&T
ORD000586,CUST0323,"2024-01-28",314031,Tangerang,Banten,10700,Transfer Bank,delivered,MEMBER10,34969,Anteraja
ORD000587,CUST0104,"2022-03-23",716933,Jakarta,DKI Jakarta,10883,QRIS,delivered,MEMBER10,11067,SiCepat
ORD000590,CUST0560,"2024-01-11",462733,Semarang,Jawa Tengah,14376,Transfer Bank,delivered,FLASHSALE,36267,J&T
ORD000592,CUST0581,"2024-07-07",181387,Balikpapan,Kalimantan Timur,33955,QRIS,cancelled,HARBOLNAS22,47613,Anteraja
ORD000593,CUST0145,"2023-07-13",34742,Manado,Sulawesi Utara,33621,GoPay,delivered,HARI BELANJA,44258,J&T
ORD000595,CUST0346,"2024-07-26",69173,Medan,Sumatera Utara,27175,Transfer Bank,delivered,MEMBER10,29827,JNE
ORD000597,CUST0018,"2024-04-27",831401,Manado,Sulawesi Utara,39699,Kartu Kredit,shipped,NEWUSER,43599,J&T
ORD000598,CUST0659,"2023-03-02",280735,Palembang,Sumatera Selatan,27452,OVO,delivered,HARBOLNAS22,48265,SiCepat
ORD000599,CUST0789,"2023-02-27",629823,Palembang,Sumatera Selatan,31771,GoPay,processing,MEMBER10,17177,SiCepat
ORD000601,CUST0587,"2023-11-21",568288,Manado,Sulawesi Utara,36115,OVO,cancelled,MEMBER10,27712,J&T
ORD000604,CUST0117,"2024-02-17",1130052,Denpasar,Bali,31251,GoPay,delivered,MEMBER10,16948,JNE
ORD000610,CUST0643,"2024-01-22",350115,Denpasar,Bali,27635,QRIS,delivered,NEWUSER,48885,SiCepat
ORD000614,CUST0648,"2024-12-03",1324260,Balikpapan,Kalimantan Timur,43226,GoPay,delivered,SALE2024,11740,J&T
ORD000615,CUST0665,"2024-01-30",1000,Surabaya,Jawa Timur,17859,Kartu Kredit,returned,SALE2024,48000,JNE
ORD000617,CUST0048,"2023-06-02",559017,Pekanbaru,Riau,27372,GoPay,shipped,HARI BELANJA,38983,Anteraja
ORD000623,CUST0438,"2025-01-03",1547586,Surabaya,Jawa Timur,13103,OVO,delivered,SALE2024,49414,SiCepat
ORD000624,CUST0721,"2024-11-15",956274,Tangerang,Banten,13170,GoPay,delivered,MEMBER10,20726,SiCepat
ORD000626,CUST0025,"2025-01-10",650454,Pekanbaru,Riau,28296,Kartu Kredit,shipped,HARI BELANJA,27546,J&T
ORD000628,CUST0662,"2024-05-29",157094,Palembang,Sumatera Selatan,34906,Kartu Kredit,processing,NEWUSER,41906,SiCepat
ORD000629,CUST0461,"2023-12-05",420164,Bekasi,Jawa Barat,10027,GoPay,delivered,SALE2024,37836,SiCepat
ORD000632,CUST0132,"2022-12-08",511854,Depok,Jawa Barat,13820,GoPay,delivered,HARBOLNAS22,16146,Pos Indonesia
ORD000634,CUST0359,"2022-05-28",210596,Bekasi,Jawa Barat,11953,GoPay,delivered,HARI BELANJA,18404,Anteraja
ORD000642,CUST0548,"2023-11-04",310555,Jakarta,DKI Jakarta,9990,Kartu Kredit,delivered,MEMBER10,18445,J&T
ORD000643,CUST0339,"2024-01-14",375256,Semarang,Jawa Tengah,17338,Kartu Kredit,delivered,MEMBER10,21744,J&T
ORD000644,CUST0724,"2024-01-13",275947,Surabaya,Jawa Timur,13512,Transfer Bank,delivered,MEMBER10,20053,J&T
ORD000645,CUST0028,"2023-08-02",40564,Pontianak,Kalimantan Barat,29235,Transfer Bank,shipped,SALE2024,18436,J&T
ORD000646,CUST0139,"2024-05-02",93051,Bekasi,Jawa Barat,11617,Transfer Bank,returned,HARBOLNAS22,14949,JNE
ORD000648,CUST0220,"2023-12-20",19062,Medan,Sumatera Utara,38638,Kartu Kredit,shipped,MEMBER10,49938,J&T
ORD000649,CUST0454,"2023-01-06",1155966,Makassar,Sulawesi Selatan,38388,GoPay,delivered,HARI BELANJA,41034,JNE
ORD000651,CUST0380,"2024-10-28",157020,Malang,Jawa Timur,17997,Kartu Kredit,delivered,MEMBER10,40980,JNE
ORD000654,CUST0398,"2023-10-05",344074,Banjarmasin,Kalimantan Selatan,33550,GoPay,delivered,MEMBER10,23926,J&T
ORD000658,CUST0729,"2022-03-13",242992,Malang,Jawa Timur,18700,Transfer Bank,delivered,HARI BELANJA,36008,JNE
ORD000660,CUST0472,"2022-10-28",761205,Malang,Jawa Timur,14092,Transfer Bank,processing,HARI BELANJA,15795,JNE
ORD000661,CUST0636,"2023-11-01",481556,Yogyakarta,DI Yogyakarta,17511,Transfer Bank,delivered,HARBOLNAS22,17444,SiCepat
ORD000662,CUST0411,"2024-04-19",495410,Surabaya,Jawa Timur,17991,OVO,processing,WEEKEND25,41590,JNE
ORD000665,CUST0166,"2024-01-05",579006,Tangerang,Banten,12417,Kartu Kredit,cancelled,SALE2024,17994,J&T
ORD000669,CUST0297,"2022-03-27",664711,Banjarmasin,Kalimantan Selatan,41944,OVO,delivered,WEEKEND25,22289,Anteraja
ORD000670,CUST0620,"2022-09-26",572011,Surabaya,Jawa Timur,17219,GoPay,shipped,HARBOLNAS22,14989,JNE
ORD000674,CUST0060,"2022-02-19",75927,Bekasi,Jawa Barat,12544,GoPay,cancelled,SALE2024,22073,Anteraja
ORD000677,CUST0797,"2024-01-01",1179024,Bogor,Jawa Barat,13351,GoPay,delivered,RAMADAN23,17976,JNE
ORD000678,CUST0360,"2024-11-06",284528,Semarang,Jawa Tengah,13170,OVO,delivered,SALE2024,44472,J&T
ORD000679,CUST0198,"2023-10-19",1120861,Malang,Jawa Timur,14261,Transfer Bank,delivered,RAMADAN23,26139,SiCepat
ORD000681,CUST0369,"2025-01-20",420941,Pekanbaru,Riau,30588,Transfer Bank,delivered,MEMBER10,15059,J&T
ORD000682,CUST0628,"2023-03-26",451916,Jakarta,DKI Jakarta,11116,QRIS,cancelled,SALE2024,46084,JNE
ORD000686,CUST0755,"2022-07-20",740451,Manado,Sulawesi Utara,42446,Transfer Bank,delivered,FLASHSALE,37549,Anteraja
ORD000688,CUST0574,"2022-10-29",89618,Padang,Sumatera Barat,26293,GoPay,shipped,WEEKEND25,29382,J&T
ORD000689,CUST0276,"2023-08-28",66909,Bekasi,Jawa Barat,9074,GoPay,shipped,HARBOLNAS22,12091,JNE
ORD000691,CUST0599,"2025-02-06",149693,Manado,Sulawesi Utara,38206,Transfer Bank,delivered,FLASHSALE,49307,J&T
ORD000694,CUST0123,"2023-04-19",1214572,Balikpapan,Kalimantan Timur,36653,GoPay,delivered,NEWUSER,48428,Anteraja
ORD000695,CUST0161,"2024-05-18",145927,Depok,Jawa Barat,11935,Transfer Bank,delivered,NEWUSER,42073,J&T
ORD000701,CUST0778,"2023-03-01",478785,Malang,Jawa Timur,15311,OVO,processing,HARBOLNAS22,20215,SiCepat
ORD000702,CUST0136,"2023-11-04",339933,Jakarta,DKI Jakarta,10564,GoPay,cancelled,HARI BELANJA,18067,JNE
ORD000703,CUST0553,"2023-03-03",129268,Depok,Jawa Barat,13233,OVO,shipped,SALE2024,49732,J&T
ORD000704,CUST0320,"2023-01-01",859984,Palembang,Sumatera Selatan,29431,Kartu Kredit,processing,SALE2024,27016,JNE
ORD000705,CUST0448,"2023-11-21",690952,Pekanbaru,Riau,28227,GoPay,delivered,HARI BELANJA,37048,Pos Indonesia
ORD000707,CUST0300,"2023-08-28",16953,Medan,Sumatera Utara,28609,Kartu Kredit,delivered,NEWUSER,42047,SiCepat
ORD000709,CUST0726,"2023-02-01",481801,Medan,Sumatera Utara,35247,Transfer Bank,delivered,FLASHSALE,17199,J&T
ORD000711,CUST0629,"2023-04-09",68818,Padang,Sumatera Barat,28412,Kartu Kredit,delivered,NEWUSER,29182,J&T
ORD000713,CUST0299,"2024-01-15",884324,Manado,Sulawesi Utara,35771,OVO,delivered,SALE2024,13676,JNE
ORD000715,CUST0533,"2023-01-04",543592,Yogyakarta,DI Yogyakarta,14133,Kartu Kredit,processing,NEWUSER,23408,JNE
ORD000717,CUST0391,"2022-06-21",627547,Pontianak,Kalimantan Barat,37938,QRIS,cancelled,HARBOLNAS22,17453,Anteraja
ORD000718,CUST0193,"2022-10-12",1015392,Medan,Sumatera Utara,26533,QRIS,cancelled,HARI BELANJA,32608,J&T
ORD000719,CUST0544,"2024-12-21",442141,Manado,Sulawesi Utara,32799,Transfer Bank,delivered,MEMBER10,25859,J&T
ORD000720,CUST0066,"2023-07-29",464915,Malang,Jawa Timur,14621,OVO,processing,FLASHSALE,33085,JNE
ORD000722,CUST0563,"2023-02-20",604187,Yogyakarta,DI Yogyakarta,16789,Kartu Kredit,shipped,FLASHSALE,43813,J&T
ORD000723,CUST0399,"2023-09-14",44697,Banjarmasin,Kalimantan Selatan,37318,OVO,processing,WEEKEND25,14303,J&T
ORD000726,CUST0718,"2023-09-02",1472598,Pontianak,Kalimantan Barat,33410,GoPay,delivered,FLASHSALE,23402,J&T
ORD000730,CUST0774,"2022-09-10",1182565,Padang,Sumatera Barat,26101,OVO,delivered,HARI BELANJA,15435,J&T
ORD000734,CUST0017,"2022-12-12",408025,Surabaya,Jawa Timur,14306,QRIS,returned,RAMADAN23,47975,J&T
ORD000735,CUST0078,"2024-04-20",342586,Bandung,Jawa Barat,13757,Transfer Bank,shipped,RAMADAN23,15414,J&T
ORD000736,CUST0337,"2022-12-04",121853,Balikpapan,Kalimantan Timur,36503,OVO,cancelled,NEWUSER,27147,J&T
ORD000738,CUST0111,"2023-07-16",1055497,Pontianak,Kalimantan Barat,41405,Transfer Bank,delivered,SALE2024,11503,Anteraja
ORD000739,CUST0213,"2022-08-23",206360,Medan,Sumatera Utara,35770,GoPay,delivered,SALE2024,42640,SiCepat
ORD000743,CUST0610,"2024-02-18",581775,Depok,Jawa Barat,9933,OVO,processing,MEMBER10,14225,J&T
ORD000751,CUST0584,"2024-04-15",938938,Tangerang,Banten,9701,QRIS,returned,MEMBER10,48062,J&T
ORD000754,CUST0298,"2022-08-04",436791,Depok,Jawa Barat,11700,GoPay,delivered,RAMADAN23,30209,J&T
ORD000756,CUST0504,"2023-08-02",316633,Pontianak,Kalimantan Barat,38527,Transfer Bank,delivered,WEEKEND25,12367,JNE
ORD000757,CUST0506,"2023-10-25",1054184,Depok,Jawa Barat,13921,GoPay,returned,HARI BELANJA,22816,JNE
ORD000763,CUST0485,"2023-08-01",298871,Pontianak,Kalimantan Barat,32763,Transfer Bank,processing,WEEKEND25,49129,SiCepat
ORD000765,CUST0411,"2023-12-27",758702,Surabaya,Jawa Timur,15750,Transfer Bank,delivered,HARI BELANJA,19298,Pos Indonesia
ORD000766,CUST0605,"2023-11-26",268682,Jakarta,DKI Jakarta,8989,OVO,delivered,SALE2024,10318,J&T
ORD000768,CUST0704,"2024-04-27",351245,Bandung,Jawa Barat,14026,OVO,processing,FLASHSALE,47755,J&T
ORD000769,CUST0030,"2023-03-13",493363,Pekanbaru,Riau,29548,Kartu Kredit,delivered,NEWUSER,44637,J&T
ORD000771,CUST0353,"2024-06-25",45907,Balikpapan,Kalimantan Timur,41282,GoPay,delivered,HARI BELANJA,23093,SiCepat
ORD000776,CUST0570,"2024-01-10",94997,Makassar,Sulawesi Selatan,43929,QRIS,shipped,MEMBER10,34003,SiCepat
ORD000779,CUST0087,"2024-11-21",149354,Manado,Sulawesi Utara,39926,GoPay,shipped,HARI BELANJA,49646,JNE
ORD000786,CUST0103,"2023-05-13",532968,Jakarta,DKI Jakarta,10234,GoPay,delivered,NEWUSER,15032,JNE
ORD000789,CUST0800,"2022-08-30",292697,Padang,Sumatera Barat,25870,GoPay,delivered,FLASHSALE,15303,J&T
ORD000790,CUST0784,"2022-10-25",413475,Tangerang,Banten,11169,Kartu Kredit,delivered,FLASHSALE,35525,JNE
ORD000791,CUST0118,"2024-08-14",479734,Bekasi,Jawa Barat,10935,GoPay,shipped,FLASHSALE,36266,SiCepat
ORD000794,CUST0391,"2023-07-07",54451,Pontianak,Kalimantan Barat,28013,Transfer Bank,shipped,RAMADAN23,34549,JNE
ORD000795,CUST0191,"2023-04-04",852700,Denpasar,Bali,28714,OVO,delivered,WEEKEND25,45300,Anteraja
ORD000796,CUST0579,"2023-09-29",412684,Palembang,Sumatera Selatan,22357,Transfer Bank,delivered,NEWUSER,36316,SiCepat
ORD000797,CUST0747,"2023-02-25",1398684,Palembang,Sumatera Selatan,24967,OVO,delivered,HARBOLNAS22,27316,Pos Indonesia
ORD000798,CUST0052,"2023-11-05",409749,Semarang,Jawa Tengah,12671,GoPay,delivered,RAMADAN23,39251,J&T
ORD000799,CUST0714,"2024-07-21",297661,Medan,Sumatera Utara,38555,GoPay,shipped,HARI BELANJA,49339,J&T
ORD000802,CUST0361,"2023-03-24",54558,Bogor,Jawa Barat,10846,GoPay,delivered,NEWUSER,44442,J&T
ORD000803,CUST0707,"2024-11-19",361081,Surabaya,Jawa Timur,15210,GoPay,cancelled,RAMADAN23,37919,SiCepat
ORD000804,CUST0506,"2023-11-23",676653,Pekanbaru,Riau,28373,Transfer Bank,returned,HARBOLNAS22,30347,JNE
ORD000806,CUST0241,"2024-10-18",482064,Depok,Jawa Barat,10013,Transfer Bank,cancelled,FLASHSALE,16936,Pos Indonesia
ORD000810,CUST0637,"2022-10-14",640948,Makassar,Sulawesi Selatan,35011,GoPay,processing,SALE2024,17052,J&T
ORD000814,CUST0665,"2024-05-09",308216,Surabaya,Jawa Timur,16528,Kartu Kredit,delivered,MEMBER10,38784,SiCepat
ORD000817,CUST0028,"2024-06-13",10638,Pontianak,Kalimantan Barat,32377,Transfer Bank,delivered,WEEKEND25,38362,Pos Indonesia
ORD000818,CUST0598,"2024-07-20",29100,Depok,Jawa Barat,10375,OVO,delivered,NEWUSER,49900,J&T
ORD000820,CUST0525,"2024-05-14",360415,Bogor,Jawa Barat,12456,OVO,delivered,WEEKEND25,38585,JNE
ORD000825,CUST0218,"2025-02-24",292224,Jakarta,DKI Jakarta,10642,GoPay,delivered,HARBOLNAS22,36776,Pos Indonesia
ORD000827,CUST0083,"2022-04-26",87649,Pontianak,Kalimantan Barat,41043,QRIS,shipped,WEEKEND25,31351,Anteraja
ORD000828,CUST0001,"2024-02-18",302887,Semarang,Jawa Tengah,15460,QRIS,shipped,NEWUSER,34113,J&T
ORD000831,CUST0457,"2022-01-28",19284,Malang,Jawa Timur,14456,QRIS,shipped,WEEKEND25,29716,JNE
ORD000832,CUST0527,"2025-01-21",922534,Malang,Jawa Timur,20192,Transfer Bank,shipped,FLASHSALE,24466,J&T
ORD000833,CUST0020,"2024-02-01",379339,Bandung,Jawa Barat,11157,GoPay,delivered,FLASHSALE,19661,SiCepat
ORD000834,CUST0726,"2023-06-17",50568,Medan,Sumatera Utara,32779,Transfer Bank,delivered,MEMBER10,28432,J&T
ORD000835,CUST0217,"2024-05-13",114701,Denpasar,Bali,29793,GoPay,shipped,NEWUSER,34299,JNE
ORD000838,CUST0568,"2025-02-27",504532,Bekasi,Jawa Barat,13061,QRIS,cancelled,FLASHSALE,22468,SiCepat
ORD000839,CUST0457,"2024-05-29",37524,Jakarta,DKI Jakarta,11941,Kartu Kredit,delivered,SALE2024,11476,J&T
ORD000840,CUST0492,"2023-06-03",420581,Pekanbaru,Riau,29293,GoPay,delivered,HARBOLNAS22,47419,JNE
ORD000846,CUST0419,"2024-11-01",514516,Medan,Sumatera Utara,32562,OVO,delivered,WEEKEND25,32484,SiCepat
ORD000847,CUST0615,"2024-01-17",250272,Semarang,Jawa Tengah,12555,Transfer Bank,delivered,WEEKEND25,28728,JNE
ORD000848,CUST0018,"2023-08-22",364353,Manado,Sulawesi Utara,40765,GoPay,cancelled,WEEKEND25,34647,JNE
ORD000849,CUST0034,"2023-05-15",387826,Semarang,Jawa Tengah,16520,OVO,delivered,SALE2024,10174,J&T
ORD000850,CUST0193,"2023-05-10",583621,Medan,Sumatera Utara,39699,OVO,shipped,FLASHSALE,15379,Anteraja
ORD000852,CUST0009,"2022-09-12",680206,Semarang,Jawa Tengah,15427,Kartu Kredit,delivered,SALE2024,17794,JNE
ORD000853,CUST0501,"2024-06-11",1351999,Pontianak,Kalimantan Barat,28948,Kartu Kredit,delivered,FLASHSALE,44001,SiCepat
ORD000856,CUST0178,"2023-03-04",248655,Yogyakarta,DI Yogyakarta,16030,OVO,shipped,NEWUSER,29345,JNE
ORD000857,CUST0093,"2025-02-24",874561,Bandung,Jawa Barat,11610,Transfer Bank,delivered,HARBOLNAS22,22439,SiCepat
ORD000859,CUST0328,"2023-12-27",29736,Makassar,Sulawesi Selatan,33889,OVO,delivered,RAMADAN23,19264,Pos Indonesia
ORD000862,CUST0127,"2023-03-14",738241,Makassar,Sulawesi Selatan,32489,OVO,shipped,NEWUSER,27759,J&T
ORD000864,CUST0051,"2024-03-05",352530,Yogyakarta,DI Yogyakarta,18287,OVO,cancelled,NEWUSER,46470,JNE
ORD000866,CUST0024,"2024-03-30",196733,Makassar,Sulawesi Selatan,38454,GoPay,processing,MEMBER10,41267,JNE
ORD000869,CUST0391,"2023-12-30",682221,Pontianak,Kalimantan Barat,41591,Transfer Bank,delivered,HARBOLNAS22,15779,SiCepat
ORD000872,CUST0316,"2022-12-25",432907,Depok,Jawa Barat,12765,Kartu Kredit,shipped,FLASHSALE,16093,Pos Indonesia
ORD000873,CUST0754,"2023-04-21",1153350,Tangerang,Banten,13623,GoPay,delivered,WEEKEND25,44650,SiCepat
ORD000874,CUST0767,"2024-06-13",482467,Palembang,Sumatera Selatan,24445,OVO,delivered,RAMADAN23,44533,SiCepat
ORD000880,CUST0627,"2023-09-20",1162048,Balikpapan,Kalimantan Timur,41839,Transfer Bank,processing,RAMADAN23,35952,J&T
ORD000884,CUST0409,"2023-12-16",107245,Bekasi,Jawa Barat,11833,GoPay,delivered,WEEKEND25,41755,Anteraja
ORD000885,CUST0274,"2025-02-21",74220,Surabaya,Jawa Timur,16061,Transfer Bank,shipped,SALE2024,44780,SiCepat
ORD000887,CUST0665,"2024-04-18",391939,Surabaya,Jawa Timur,12160,OVO,delivered,FLASHSALE,36061,Anteraja
ORD000888,CUST0490,"2024-05-10",941448,Pontianak,Kalimantan Barat,28041,GoPay,shipped,HARI BELANJA,34552,SiCepat
ORD000889,CUST0380,"2022-10-22",354921,Malang,Jawa Timur,16448,Transfer Bank,delivered,SALE2024,44079,SiCepat
ORD000892,CUST0105,"2023-07-26",564340,Padang,Sumatera Barat,26307,OVO,processing,RAMADAN23,32660,JNE
ORD000894,CUST0270,"2023-02-27",26547,Denpasar,Bali,31374,GoPay,delivered,NEWUSER,32453,J&T
ORD000897,CUST0046,"2023-09-25",849144,Medan,Sumatera Utara,37725,Transfer Bank,delivered,WEEKEND25,48856,JNE
ORD000898,CUST0456,"2024-02-09",815265,Makassar,Sulawesi Selatan,38072,OVO,delivered,FLASHSALE,12735,SiCepat
ORD000899,CUST0531,"2024-08-31",56953,Banjarmasin,Kalimantan Selatan,39696,Kartu Kredit,delivered,FLASHSALE,12047,J&T
ORD000902,CUST0412,"2024-06-07",309217,Depok,Jawa Barat,12987,QRIS,delivered,HARBOLNAS22,39783,SiCepat
ORD000903,CUST0132,"2022-09-07",65912,Depok,Jawa Barat,9699,QRIS,delivered,NEWUSER,13088,J&T
ORD000909,CUST0342,"2024-05-13",662114,Bekasi,Jawa Barat,12698,QRIS,shipped,RAMADAN23,44886,JNE
ORD000911,CUST0103,"2024-04-15",337134,Bogor,Jawa Barat,14202,GoPay,delivered,SALE2024,20866,SiCepat
ORD000914,CUST0681,"2023-02-18",276841,Surabaya,Jawa Timur,15809,GoPay,shipped,WEEKEND25,22159,J&T
ORD000915,CUST0097,"2023-01-10",977394,Makassar,Sulawesi Selatan,43853,GoPay,delivered,NEWUSER,20606,SiCepat
ORD000918,CUST0723,"2025-02-22",166556,Medan,Sumatera Utara,34049,Transfer Bank,cancelled,WEEKEND25,40444,J&T
ORD000922,CUST0087,"2023-06-30",49135,Malang,Jawa Timur,18701,Transfer Bank,shipped,RAMADAN23,19865,J&T
ORD000924,CUST0505,"2025-01-28",690300,Pontianak,Kalimantan Barat,28439,Transfer Bank,delivered,RAMADAN23,35700,J&T
ORD000927,CUST0243,"2022-04-06",80378,Malang,Jawa Timur,20481,GoPay,processing,FLASHSALE,17622,SiCepat
ORD000928,CUST0799,"2022-09-09",1019027,Surabaya,Jawa Timur,16805,GoPay,cancelled,FLASHSALE,28973,J&T
ORD000930,CUST0402,"2023-08-12",270413,Banjarmasin,Kalimantan Selatan,40176,GoPay,delivered,FLASHSALE,27587,JNE
ORD000937,CUST0402,"2023-03-20",869174,Banjarmasin,Kalimantan Selatan,30237,GoPay,delivered,FLASHSALE,28826,SiCepat
ORD000941,CUST0637,"2025-02-18",1003698,Makassar,Sulawesi Selatan,36794,QRIS,returned,HARI BELANJA,23302,SiCepat
ORD000942,CUST0717,"2022-03-26",138454,Palembang,Sumatera Selatan,27935,Kartu Kredit,delivered,WEEKEND25,10546,SiCepat
ORD000943,CUST0241,"2023-03-18",329166,Depok,Jawa Barat,9054,GoPay,delivered,RAMADAN23,19834,JNE
ORD000944,CUST0022,"2022-03-24",159990,Surabaya,Jawa Timur,12029,Transfer Bank,cancelled,HARI BELANJA,19010,J&T
ORD000947,CUST0506,"2022-04-23",416188,Pekanbaru,Riau,28519,GoPay,shipped,WEEKEND25,41812,J&T
ORD000949,CUST0495,"2024-01-20",231966,Manado,Sulawesi Utara,33206,OVO,delivered,SALE2024,47034,SiCepat
ORD000954,CUST0305,"2023-05-07",148856,Semarang,Jawa Tengah,14806,Kartu Kredit,shipped,WEEKEND25,30144,J&T
ORD000956,CUST0129,"2023-10-28",237682,Pekanbaru,Riau,22828,OVO,shipped,NEWUSER,41318,J&T
ORD000957,CUST0426,"2022-03-13",984524,Makassar,Sulawesi Selatan,42766,QRIS,processing,NEWUSER,13476,JNE
ORD000958,CUST0610,"2024-12-31",762048,Depok,Jawa Barat,9480,QRIS,shipped,SALE2024,35952,JNE
ORD000959,CUST0319,"2025-02-16",673431,Bekasi,Jawa Barat,12449,OVO,processing,FLASHSALE,44569,Anteraja
ORD000961,CUST0489,"2024-02-12",719340,Depok,Jawa Barat,13875,Transfer Bank,delivered,HARBOLNAS22,47660,J&T
ORD000962,CUST0039,"2024-11-02",18154,Semarang,Jawa Tengah,15713,GoPay,cancelled,FLASHSALE,30846,SiCepat
ORD000966,CUST0524,"2022-04-08",1613828,Bogor,Jawa Barat,13943,Transfer Bank,delivered,MEMBER10,41172,SiCepat
ORD000967,CUST0260,"2022-10-18",1071712,Balikpapan,Kalimantan Timur,41707,Kartu Kredit,delivered,SALE2024,26288,JNE
ORD000969,CUST0280,"2023-11-27",512532,Depok,Jawa Barat,11450,QRIS,delivered,NEWUSER,43468,JNE
ORD000970,CUST0037,"2025-01-19",958787,Depok,Jawa Barat,11043,Kartu Kredit,shipped,HARI BELANJA,17213,Anteraja
ORD000971,CUST0342,"2024-06-12",42158,Pontianak,Kalimantan Barat,29986,Kartu Kredit,delivered,MEMBER10,36842,SiCepat
ORD000973,CUST0001,"2023-02-11",373860,Semarang,Jawa Tengah,13260,Transfer Bank,shipped,NEWUSER,24140,SiCepat
ORD000981,CUST0071,"2024-06-25",111686,Pontianak,Kalimantan Barat,29654,Transfer Bank,delivered,MEMBER10,26314,J&T
ORD000984,CUST0607,"2024-07-04",166914,Bogor,Jawa Barat,14485,GoPay,delivered,MEMBER10,32086,Anteraja
ORD000986,CUST0243,"2024-08-05",598926,Malang,Jawa Timur,14797,GoPay,delivered,RAMADAN23,29074,SiCepat
ORD000988,CUST0660,"2023-05-14",87550,Pontianak,Kalimantan Barat,30500,GoPay,delivered,HARI BELANJA,31450,JNE
ORD000990,CUST0105,"2023-02-22",298731,Padang,Sumatera Barat,33238,OVO,processing,WEEKEND25,38269,JNE
ORD000991,CUST0045,"2024-02-28",261719,Bandung,Jawa Barat,14744,Transfer Bank,delivered,NEWUSER,37281,JNE
